0.0,0.0,-968.0
0.0,1.0,-779.0
0.0,2.0,-862.0
0.0,3.0,-863.0
0.0,4.0,-875.0
0.0,5.0,-978.0
0.0,6.0,-1024.0
0.0,7.0,-1088.0
0.0,8.0,-1137.0
0.0,9.0,-1272.0
0.0,10.0,-1278.0
0.0,11.0,-1135.0
0.0,12.0,-956.0
0.0,13.0,-890.0
0.0,14.0,-778.0
0.0,15.0,-766.0
0.0,16.0,-769.0
0.0,17.0,-765.0
0.0,18.0,-791.0
0.0,19.0,-805.0
0.0,20.0,-819.0
0.0,21.0,-832.0
0.0,22.0,-868.0
0.0,23.0,-1027.0
0.0,24.0,-975.0
0.0,25.0,-946.0
0.0,26.0,-1077.0
0.0,27.0,-1048.0
0.0,28.0,-1073.0
0.0,29.0,-1070.0
0.0,30.0,-1102.0
0.0,31.0,-1181.0
0.0,32.0,-1203.0
0.0,33.0,-1250.0
0.0,34.0,-1346.0
0.0,35.0,-1453.0
0.0,36.0,-1551.0
0.0,37.0,-1664.0
0.0,38.0,-1748.0
0.0,39.0,-1917.0
0.0,40.0,-2045.0
0.0,41.0,-2257.0
0.0,42.0,-2282.0
0.0,43.0,-2379.0
0.0,44.0,-2689.0
0.0,45.0,-2637.0
0.0,46.0,-2365.0
0.0,47.0,-2088.0
0.0,48.0,-1956.0
0.0,49.0,-1849.0
0.0,50.0,-1752.0
0.0,51.0,-1576.0
0.0,52.0,-1537.0
0.0,53.0,-1529.0
0.0,54.0,-1464.0
0.0,55.0,-1384.0
0.0,56.0,-1322.0
0.0,57.0,-1290.0
0.0,58.0,-1123.0
0.0,59.0,-1157.0
0.0,60.0,-1235.0
0.0,61.0,-1212.0
0.0,62.0,-1127.0
0.0,63.0,-1166.0
0.0,64.0,-1257.0
0.0,65.0,-1391.0
0.0,66.0,-1536.0
0.0,67.0,-1635.0
0.0,68.0,-1424.0
0.0,69.0,-1359.0
0.0,70.0,-1399.0
0.0,71.0,-1395.0
0.0,72.0,-1492.0
0.0,73.0,-1354.0
0.0,74.0,-1353.0
0.0,75.0,-1338.0
0.0,76.0,-1419.0
0.0,77.0,-1507.0
0.0,78.0,-1597.0
0.0,79.0,-1515.0
0.0,80.0,-1681.0
0.0,81.0,-1646.0
0.0,82.0,-1801.0
0.0,83.0,-1653.0
0.0,84.0,-1482.0
0.0,85.0,-1328.0
0.0,86.0,-1370.0
0.0,87.0,-1371.0
0.0,88.0,-1529.0
0.0,89.0,-1435.0
0.0,90.0,-1132.0
0.0,91.0,-1212.0
0.0,92.0,-1189.0
0.0,93.0,-1097.0
0.0,94.0,-1183.0
0.0,95.0,-1089.0
0.0,96.0,-936.0
0.0,97.0,-725.0
0.0,98.0,-762.0
0.0,99.0,-763.0
0.0,100.0,-990.0
0.0,101.0,-1408.0
0.0,102.0,-1158.0
0.0,103.0,-974.0
0.0,104.0,-779.0
0.0,105.0,-735.0
0.0,106.0,-823.0
0.0,107.0,-1054.0
0.0,108.0,-975.0
0.0,109.0,-875.0
0.0,110.0,-913.0
0.0,111.0,-876.0
0.0,112.0,-725.0
0.0,113.0,-661.0
0.0,114.0,-618.0
0.0,115.0,-553.0
0.0,116.0,-398.0
0.0,117.0,-294.0
0.0,118.0,-454.0
0.0,119.0,-373.0
1.0,0.0,-805.0
1.0,1.0,-786.0
1.0,2.0,-867.0
1.0,3.0,-868.0
1.0,4.0,-880.0
1.0,5.0,-986.0
1.0,6.0,-1024.0
1.0,7.0,-1098.0
1.0,8.0,-1148.0
1.0,9.0,-1192.0
1.0,10.0,-1151.0
1.0,11.0,-1273.0
1.0,12.0,-1185.0
1.0,13.0,-1106.0
1.0,14.0,-1023.0
1.0,15.0,-890.0
1.0,16.0,-801.0
1.0,17.0,-776.0
1.0,18.0,-785.0
1.0,19.0,-798.0
1.0,20.0,-826.0
1.0,21.0,-849.0
1.0,22.0,-875.0
1.0,23.0,-906.0
1.0,24.0,-938.0
1.0,25.0,-973.0
1.0,26.0,-998.0
1.0,27.0,-1039.0
1.0,28.0,-1075.0
1.0,29.0,-1114.0
1.0,30.0,-1164.0
1.0,31.0,-1208.0
1.0,32.0,-1211.0
1.0,33.0,-1296.0
1.0,34.0,-1347.0
1.0,35.0,-1412.0
1.0,36.0,-1515.0
1.0,37.0,-1639.0
1.0,38.0,-1770.0
1.0,39.0,-1911.0
1.0,40.0,-1987.0
1.0,41.0,-2285.0
1.0,42.0,-2219.0
1.0,43.0,-2302.0
1.0,44.0,-2377.0
1.0,45.0,-2714.0
1.0,46.0,-2451.0
1.0,47.0,-2177.0
1.0,48.0,-1986.0
1.0,49.0,-1896.0
1.0,50.0,-1769.0
1.0,51.0,-1694.0
1.0,52.0,-1611.0
1.0,53.0,-1541.0
1.0,54.0,-1477.0
1.0,55.0,-1446.0
1.0,56.0,-1371.0
1.0,57.0,-1317.0
1.0,58.0,-1290.0
1.0,59.0,-1277.0
1.0,60.0,-1253.0
1.0,61.0,-1238.0
1.0,62.0,-1100.0
1.0,63.0,-1164.0
1.0,64.0,-1260.0
1.0,65.0,-1554.0
1.0,66.0,-1656.0
1.0,67.0,-1581.0
1.0,68.0,-1747.0
1.0,69.0,-1642.0
1.0,70.0,-1497.0
1.0,71.0,-1520.0
1.0,72.0,-1757.0
1.0,73.0,-1668.0
1.0,74.0,-1675.0
1.0,75.0,-1627.0
1.0,76.0,-1593.0
1.0,77.0,-1603.0
1.0,78.0,-1724.0
1.0,79.0,-1759.0
1.0,80.0,-1812.0
1.0,81.0,-1859.0
1.0,82.0,-1903.0
1.0,83.0,-1879.0
1.0,84.0,-1683.0
1.0,85.0,-1523.0
1.0,86.0,-1698.0
1.0,87.0,-1438.0
1.0,88.0,-1263.0
1.0,89.0,-1184.0
1.0,90.0,-1071.0
1.0,91.0,-910.0
1.0,92.0,-1042.0
1.0,93.0,-1081.0
1.0,94.0,-949.0
1.0,95.0,-866.0
1.0,96.0,-895.0
1.0,97.0,-1233.0
1.0,98.0,-1153.0
1.0,99.0,-749.0
1.0,100.0,-924.0
1.0,101.0,-1133.0
1.0,102.0,-1257.0
1.0,103.0,-1214.0
1.0,104.0,-1048.0
1.0,105.0,-843.0
1.0,106.0,-635.0
1.0,107.0,-582.0
1.0,108.0,-804.0
1.0,109.0,-834.0
1.0,110.0,-993.0
1.0,111.0,-666.0
1.0,112.0,-549.0
1.0,113.0,-748.0
1.0,114.0,-522.0
1.0,115.0,-399.0
1.0,116.0,-414.0
1.0,117.0,-364.0
1.0,118.0,-469.0
1.0,119.0,-433.0
2.0,0.0,-726.0
2.0,1.0,-768.0
2.0,2.0,-832.0
2.0,3.0,-832.0
2.0,4.0,-865.0
2.0,5.0,-909.0
2.0,6.0,-976.0
2.0,7.0,-1081.0
2.0,8.0,-1052.0
2.0,9.0,-1202.0
2.0,10.0,-1193.0
2.0,11.0,-1248.0
2.0,12.0,-1390.0
2.0,13.0,-1280.0
2.0,14.0,-1246.0
2.0,15.0,-1043.0
2.0,16.0,-983.0
2.0,17.0,-839.0
2.0,18.0,-778.0
2.0,19.0,-786.0
2.0,20.0,-828.0
2.0,21.0,-854.0
2.0,22.0,-872.0
2.0,23.0,-903.0
2.0,24.0,-936.0
2.0,25.0,-973.0
2.0,26.0,-1009.0
2.0,27.0,-1043.0
2.0,28.0,-1085.0
2.0,29.0,-1131.0
2.0,30.0,-1176.0
2.0,31.0,-1226.0
2.0,32.0,-1264.0
2.0,33.0,-1311.0
2.0,34.0,-1361.0
2.0,35.0,-1424.0
2.0,36.0,-1460.0
2.0,37.0,-1522.0
2.0,38.0,-1592.0
2.0,39.0,-1703.0
2.0,40.0,-1792.0
2.0,41.0,-1987.0
2.0,42.0,-2301.0
2.0,43.0,-2345.0
2.0,44.0,-2375.0
2.0,45.0,-2774.0
2.0,46.0,-2538.0
2.0,47.0,-2253.0
2.0,48.0,-2019.0
2.0,49.0,-1833.0
2.0,50.0,-1730.0
2.0,51.0,-1654.0
2.0,52.0,-1560.0
2.0,53.0,-1534.0
2.0,54.0,-1447.0
2.0,55.0,-1378.0
2.0,56.0,-1372.0
2.0,57.0,-1336.0
2.0,58.0,-1308.0
2.0,59.0,-1279.0
2.0,60.0,-1270.0
2.0,61.0,-1249.0
2.0,62.0,-1165.0
2.0,63.0,-1179.0
2.0,64.0,-1310.0
2.0,65.0,-1502.0
2.0,66.0,-1547.0
2.0,67.0,-1463.0
2.0,68.0,-1431.0
2.0,69.0,-1358.0
2.0,70.0,-1325.0
2.0,71.0,-1363.0
2.0,72.0,-1534.0
2.0,73.0,-1423.0
2.0,74.0,-1411.0
2.0,75.0,-1604.0
2.0,76.0,-1516.0
2.0,77.0,-1585.0
2.0,78.0,-1693.0
2.0,79.0,-1521.0
2.0,80.0,-1729.0
2.0,81.0,-1636.0
2.0,82.0,-1566.0
2.0,83.0,-1658.0
2.0,84.0,-1592.0
2.0,85.0,-1667.0
2.0,86.0,-1648.0
2.0,87.0,-1612.0
2.0,88.0,-1482.0
2.0,89.0,-1332.0
2.0,90.0,-1149.0
2.0,91.0,-1039.0
2.0,92.0,-1412.0
2.0,93.0,-1342.0
