0.0,0.0,-968.0
0.0,10.0,-1278.0
0.0,20.0,-819.0
0.0,30.0,-1102.0
0.0,40.0,-2045.0
0.0,50.0,-1752.0
0.0,60.0,-1235.0
0.0,70.0,-1399.0
0.0,80.0,-1681.0
0.0,90.0,-1132.0
0.0,100.0,-990.0
0.0,110.0,-913.0
1.0,0.0,-805.0
1.0,10.0,-1151.0
1.0,20.0,-826.0
1.0,30.0,-1164.0
1.0,40.0,-1987.0
1.0,50.0,-1769.0
1.0,60.0,-1253.0
1.0,70.0,-1497.0
1.0,80.0,-1812.0
1.0,90.0,-1071.0
1.0,100.0,-924.0
1.0,110.0,-993.0
2.0,0.0,-726.0
2.0,10.0,-1193.0
2.0,20.0,-828.0
2.0,30.0,-1176.0
2.0,40.0,-1792.0
2.0,50.0,-1730.0
2.0,60.0,-1270.0
2.0,70.0,-1325.0
2.0,80.0,-1729.0
2.0,90.0,-1149.0
2.0,100.0,-760.0
2.0,110.0,-541.0
3.0,0.0,-719.0
3.0,10.0,-1353.0
3.0,20.0,-862.0
3.0,30.0,-1172.0
3.0,40.0,-2067.0
3.0,50.0,-1746.0
3.0,60.0,-1269.0
3.0,70.0,-1183.0
3.0,80.0,-1640.0
3.0,90.0,-1380.0
3.0,100.0,-960.0
3.0,110.0,-860.0
4.0,0.0,-739.0
4.0,10.0,-1302.0
4.0,20.0,-938.0
4.0,30.0,-1181.0
4.0,40.0,-1898.0
4.0,50.0,-1782.0
4.0,60.0,-1276.0
4.0,70.0,-1484.0
4.0,80.0,-1402.0
4.0,90.0,-1521.0
4.0,100.0,-991.0
4.0,110.0,-935.0
5.0,0.0,-749.0
5.0,10.0,-1351.0
5.0,20.0,-1000.0
5.0,30.0,-1163.0
5.0,40.0,-1923.0
5.0,50.0,-1711.0
5.0,60.0,-1310.0
5.0,70.0,-1514.0
5.0,80.0,-1395.0
5.0,90.0,-1698.0
5.0,100.0,-1044.0
5.0,110.0,-589.0
6.0,0.0,-795.0
6.0,10.0,-1174.0
6.0,20.0,-1177.0
6.0,30.0,-1141.0
6.0,40.0,-2335.0
6.0,50.0,-1619.0
6.0,60.0,-1387.0
6.0,70.0,-1432.0
6.0,80.0,-1466.0
6.0,90.0,-1823.0
6.0,100.0,-1183.0
6.0,110.0,-550.0
7.0,0.0,-722.0
7.0,10.0,-1321.0
7.0,20.0,-1304.0
7.0,30.0,-1109.0
7.0,40.0,-1980.0
7.0,50.0,-1554.0
7.0,60.0,-1497.0
7.0,70.0,-1567.0
7.0,80.0,-1583.0
7.0,90.0,-1773.0
7.0,100.0,-744.0
7.0,110.0,-749.0
8.0,0.0,-742.0
8.0,10.0,-1362.0
8.0,20.0,-1381.0
8.0,30.0,-1069.0
8.0,40.0,-1934.0
8.0,50.0,-1498.0
8.0,60.0,-1548.0
8.0,70.0,-1910.0
8.0,80.0,-1830.0
8.0,90.0,-1700.0
8.0,100.0,-1026.0
8.0,110.0,-798.0
9.0,0.0,-727.0
9.0,10.0,-1134.0
9.0,20.0,-1599.0
9.0,30.0,-1034.0
9.0,40.0,-1684.0
9.0,50.0,-1417.0
9.0,60.0,-1561.0
9.0,70.0,-1928.0
9.0,80.0,-1953.0
9.0,90.0,-1777.0
9.0,100.0,-806.0
9.0,110.0,-655.0
10.0,0.0,-703.0
10.0,10.0,-1218.0
10.0,20.0,-1618.0
10.0,30.0,-997.0
10.0,40.0,-1488.0
10.0,50.0,-1319.0
10.0,60.0,-1548.0
10.0,70.0,-1851.0
10.0,80.0,-1908.0
10.0,90.0,-1767.0
10.0,100.0,-806.0
10.0,110.0,-924.0
11.0,0.0,-729.0
11.0,10.0,-1173.0
11.0,20.0,-1690.0
11.0,30.0,-930.0
11.0,40.0,-1336.0
11.0,50.0,-1184.0
11.0,60.0,-1545.0
11.0,70.0,-1675.0
11.0,80.0,-1846.0
11.0,90.0,-1869.0
11.0,100.0,-1198.0
11.0,110.0,-1194.0
12.0,0.0,-709.0
12.0,10.0,-1041.0
12.0,20.0,-1731.0
12.0,30.0,-929.0
12.0,40.0,-1231.0
12.0,50.0,-1185.0
12.0,60.0,-1374.0
12.0,70.0,-1757.0
12.0,80.0,-2045.0
12.0,90.0,-2021.0
12.0,100.0,-1163.0
12.0,110.0,-1141.0
13.0,0.0,-715.0
13.0,10.0,-1045.0
13.0,20.0,-1767.0
13.0,30.0,-879.0
13.0,40.0,-1152.0
13.0,50.0,-1113.0
13.0,60.0,-1291.0
13.0,70.0,-1682.0
13.0,80.0,-2010.0
13.0,90.0,-1591.0
13.0,100.0,-1160.0
13.0,110.0,-1323.0
14.0,0.0,-709.0
14.0,10.0,-1013.0
14.0,20.0,-1890.0
14.0,30.0,-787.0
14.0,40.0,-1073.0
14.0,50.0,-1054.0
14.0,60.0,-1200.0
14.0,70.0,-1686.0
14.0,80.0,-2086.0
14.0,90.0,-1601.0
14.0,100.0,-1320.0
14.0,110.0,-1102.0
15.0,0.0,-712.0
15.0,10.0,-1014.0
15.0,20.0,-2000.0
15.0,30.0,-1044.0
15.0,40.0,-1012.0
15.0,50.0,-989.0
15.0,60.0,-1003.0
15.0,70.0,-1516.0
15.0,80.0,-2371.0
15.0,90.0,-1370.0
15.0,100.0,-1585.0
15.0,110.0,-1081.0
16.0,0.0,-713.0
16.0,10.0,-916.0
